card_number,as_of,market_usd,source
OP03-003p3,2025-12-08,4.64,tcgplayer
OP03-003p3,2025-12-15,4.64,tcgplayer
OP03-003p3,2025-12-22,4.41,tcgplayer
OP03-003p3,2025-12-29,4.21,tcgplayer
OP03-003p3,2026-01-05,4.12,tcgplayer
OP03-003p3,2026-01-12,3.76,tcgplayer
OP03-003p3,2026-01-19,3.58,tcgplayer
OP03-003p3,2026-01-26,3.60,tcgplayer
OP03-003p3,2026-02-02,3.63,tcgplayer
OP03-003p3,2026-02-09,3.65,tcgplayer
OP03-003p3,2026-02-16,3.62,tcgplayer
OP03-003p3,2026-02-23,3.62,tcgplayer
OP03-003p3,2026-03-02,3.61,tcgplayer
OP03-003p3,2026-03-09,3.78,tcgplayer
OP03-003p3,2026-03-16,3.79,tcgplayer
OP03-003p3,2026-03-23,3.73,tcgplayer
OP03-003p3,2026-03-30,3.71,tcgplayer
OP03-003p3,2026-04-06,3.70,tcgplayer
OP03-003p3,2026-04-13,3.50,tcgplayer
OP03-003p3,2026-04-20,3.44,tcgplayer
OP03-003p3,2026-04-27,3.41,tcgplayer
OP03-003p3,2026-05-04,3.33,tcgplayer
OP03-003p3,2026-05-11,3.40,tcgplayer
OP03-003p3,2026-05-18,3.45,tcgplayer
OP03-003p3,2026-05-25,3.42,tcgplayer
OP03-003p3,2026-06-01,3.50,tcgplayer
OP03-003p3,2026-06-08,3.33,tcgplayer
OP03-003p3,2026-06-15,3.32,tcgplayer
OP03-003p3,2026-06-22,3.32,tcgplayer
OP03-003p3,2026-06-29,3.30,tcgplayer
OP03-003p3,2026-07-06,3.29,tcgplayer
OP03-003p3,2026-07-13,3.32,tcgplayer
OP03-003p3,2026-07-20,3.32,tcgplayer
OP03-003p3,2026-07-27,3.23,tcgplayer
OP03-003p3,2026-08-03,3.23,tcgplayer
OP03-003p3,2026-08-10,3.25,tcgplayer
OP03-003p3,2026-08-17,3.28,tcgplayer
OP03-003p3,2026-08-24,3.15,tcgplayer
OP03-003p3,2026-08-31,3.13,tcgplayer
OP03-003p3,2026-09-05,3.13,limitless
OP03-003p4,2025-09-08,11.05,tcgplayer
OP03-003p4,2025-09-15,11.30,tcgplayer
OP03-003p4,2025-09-22,11.33,tcgplayer
OP03-003p4,2025-09-29,11.47,tcgplayer
OP03-003p4,2025-10-06,11.47,tcgplayer
OP03-003p4,2025-10-13,11.29,tcgplayer
OP03-003p4,2025-10-20,10.48,tcgplayer
OP03-003p4,2025-10-27,9.87,tcgplayer
OP03-003p4,2025-11-03,9.23,tcgplayer
OP03-003p4,2025-11-10,9.08,tcgplayer
OP03-003p4,2025-11-17,8.67,tcgplayer
OP03-003p4,2025-11-24,7.44,tcgplayer
OP03-003p4,2025-12-01,6.43,tcgplayer
OP03-003p4,2025-12-08,5.88,tcgplayer
OP03-003p4,2025-12-15,6.32,tcgplayer
OP03-003p4,2025-12-22,6.32,tcgplayer
OP03-003p4,2025-12-29,6.34,tcgplayer
OP03-003p4,2026-01-05,6.32,tcgplayer
OP03-003p4,2026-01-12,6.10,tcgplayer
OP03-003p4,2026-01-19,6.02,tcgplayer
OP03-003p4,2026-01-26,5.97,tcgplayer
OP03-003p4,2026-02-02,5.97,tcgplayer
OP03-003p4,2026-02-09,6.04,tcgplayer
OP03-003p4,2026-02-16,6.04,tcgplayer
OP03-003p4,2026-02-23,5.90,tcgplayer
OP03-003p4,2026-03-02,5.85,tcgplayer
OP03-003p4,2026-03-09,5.59,tcgplayer
OP03-003p4,2026-03-16,5.57,tcgplayer
OP03-003p4,2026-03-23,5.54,tcgplayer
OP03-003p4,2026-03-30,5.38,tcgplayer
OP03-003p4,2026-04-06,5.16,tcgplayer
OP03-003p4,2026-04-13,4.87,tcgplayer
OP03-003p4,2026-04-20,4.68,tcgplayer
OP03-003p4,2026-04-27,4.75,tcgplayer
OP03-003p4,2026-05-04,4.84,tcgplayer
OP03-003p4,2026-05-11,4.90,tcgplayer
OP03-003p4,2026-05-18,5.14,tcgplayer
OP03-003p4,2026-05-25,5.13,tcgplayer
OP03-003p4,2026-06-01,5.23,tcgplayer
OP03-003p4,2026-06-08,5.26,tcgplayer
OP03-003p4,2026-06-15,5.32,tcgplayer
OP03-003p4,2026-06-22,5.33,tcgplayer
OP03-003p4,2026-06-29,5.26,tcgplayer
OP03-003p4,2026-07-06,5.26,tcgplayer
OP03-003p4,2026-07-13,5.28,tcgplayer
OP03-003p4,2026-07-20,5.22,tcgplayer
OP03-003p4,2026-07-27,5.22,tcgplayer
OP03-003p4,2026-08-03,5.18,tcgplayer
OP03-003p4,2026-08-10,5.14,tcgplayer
OP03-003p4,2026-08-17,5.15,tcgplayer
OP03-003p4,2026-08-24,5.15,tcgplayer
OP03-003p4,2026-08-31,5.27,tcgplayer
OP03-003p4,2026-09-05,5.21,limitless
OP03-055,2026-09-05,0.07,limitless
OP03-055p1,2025-09-08,0.16,tcgplayer
OP03-055p1,2025-09-15,0.15,tcgplayer
OP03-055p1,2025-09-22,0.13,tcgplayer
OP03-055p1,2025-09-29,0.13,tcgplayer
OP03-055p1,2025-10-06,0.12,tcgplayer
OP03-055p1,2025-10-13,0.10,tcgplayer
OP03-055p1,2025-10-20,0.12,tcgplayer
OP03-055p1,2025-10-27,0.12,tcgplayer
OP03-055p1,2025-11-03,0.13,tcgplayer
OP03-055p1,2025-11-10,0.15,tcgplayer
OP03-055p1,2025-11-17,0.16,tcgplayer
OP03-055p1,2025-11-24,0.17,tcgplayer
OP03-055p1,2025-12-01,0.19,tcgplayer
OP03-055p1,2025-12-08,0.18,tcgplayer
OP03-055p1,2025-12-15,0.17,tcgplayer
OP03-055p1,2025-12-22,0.20,tcgplayer
OP03-055p1,2025-12-29,0.19,tcgplayer
OP03-055p1,2026-01-05,0.17,tcgplayer
OP03-055p1,2026-01-12,0.12,tcgplayer
OP03-055p1,2026-01-19,0.13,tcgplayer
OP03-055p1,2026-01-26,0.15,tcgplayer
OP03-055p1,2026-02-02,0.16,tcgplayer
OP03-055p1,2026-02-09,0.19,tcgplayer
OP03-055p1,2026-02-16,0.19,tcgplayer
OP03-055p1,2026-02-23,0.19,tcgplayer
OP03-055p1,2026-03-02,0.20,tcgplayer
OP03-055p1,2026-03-09,0.19,tcgplayer
OP03-055p1,2026-03-16,0.21,tcgplayer
OP03-055p1,2026-03-23,0.20,tcgplayer
OP03-055p1,2026-03-30,0.18,tcgplayer
OP03-055p1,2026-04-06,0.18,tcgplayer
OP03-055p1,2026-04-13,0.18,tcgplayer
OP03-055p1,2026-04-20,0.21,tcgplayer
OP03-055p1,2026-04-27,0.22,tcgplayer
OP03-055p1,2026-05-04,0.22,tcgplayer
OP03-055p1,2026-05-11,0.22,tcgplayer
OP03-055p1,2026-05-18,0.21,tcgplayer
OP03-055p1,2026-05-25,0.21,tcgplayer
OP03-055p1,2026-06-01,0.19,tcgplayer
OP03-055p1,2026-06-08,0.18,tcgplayer
OP03-055p1,2026-06-15,0.19,tcgplayer
OP03-055p1,2026-06-22,0.19,tcgplayer
OP03-055p1,2026-06-29,0.20,tcgplayer
OP03-055p1,2026-07-06,0.19,tcgplayer
OP03-055p1,2026-07-13,0.19,tcgplayer
OP03-055p1,2026-07-20,0.17,tcgplayer
OP03-055p1,2026-07-27,0.19,tcgplayer
OP03-055p1,2026-08-03,0.18,tcgplayer
OP03-055p1,2026-08-10,0.19,tcgplayer
OP03-055p1,2026-08-17,0.18,tcgplayer
OP03-055p1,2026-08-24,0.18,tcgplayer
OP03-055p1,2026-08-31,0.18,tcgplayer
OP03-055p1,2026-09-05,0.18,limitless
OP03-055p2,2025-09-08,1.21,tcgplayer
OP03-055p2,2025-09-15,1.22,tcgplayer
OP03-055p2,2025-09-22,1.21,tcgplayer
OP03-055p2,2025-09-29,1.40,tcgplayer
OP03-055p2,2025-10-06,1.36,tcgplayer
OP03-055p2,2025-10-13,1.41,tcgplayer
OP03-055p2,2025-10-20,1.39,tcgplayer
OP03-055p2,2025-10-27,1.41,tcgplayer
OP03-055p2,2025-11-03,1.41,tcgplayer
OP03-055p2,2025-11-10,1.39,tcgplayer
OP03-055p2,2025-11-17,1.37,tcgplayer
OP03-055p2,2025-11-24,1.32,tcgplayer
OP03-055p2,2025-12-01,1.31,tcgplayer
OP03-055p2,2025-12-08,1.32,tcgplayer
OP03-055p2,2025-12-15,1.32,tcgplayer
OP03-055p2,2025-12-22,1.14,tcgplayer
OP03-055p2,2025-12-29,1.21,tcgplayer
OP03-055p2,2026-01-05,1.17,tcgplayer
OP03-055p2,2026-01-12,1.17,tcgplayer
OP03-055p2,2026-01-19,1.19,tcgplayer
OP03-055p2,2026-01-26,1.25,tcgplayer
OP03-055p2,2026-02-02,1.25,tcgplayer
OP03-055p2,2026-02-09,1.31,tcgplayer
OP03-055p2,2026-02-16,1.40,tcgplayer
OP03-055p2,2026-02-23,1.40,tcgplayer
OP03-055p2,2026-03-02,1.48,tcgplayer
OP03-055p2,2026-03-09,1.48,tcgplayer
OP03-055p2,2026-03-16,1.48,tcgplayer
OP03-055p2,2026-03-23,1.48,tcgplayer
OP03-055p2,2026-03-30,1.45,tcgplayer
OP03-055p2,2026-04-06,1.46,tcgplayer
OP03-055p2,2026-04-13,1.46,tcgplayer
OP03-055p2,2026-04-20,1.46,tcgplayer
OP03-055p2,2026-04-27,1.46,tcgplayer
OP03-055p2,2026-05-04,1.46,tcgplayer
OP03-055p2,2026-05-11,1.46,tcgplayer
OP03-055p2,2026-05-18,1.50,tcgplayer
OP03-055p2,2026-05-25,1.50,tcgplayer
OP03-055p2,2026-06-01,1.51,tcgplayer
OP03-055p2,2026-06-08,1.51,tcgplayer
OP03-055p2,2026-06-15,1.51,tcgplayer
OP03-055p2,2026-06-22,1.48,tcgplayer
OP03-055p2,2026-06-29,1.48,tcgplayer
OP03-055p2,2026-07-06,1.49,tcgplayer
OP03-055p2,2026-07-13,1.46,tcgplayer
OP03-055p2,2026-07-20,1.37,tcgplayer
OP03-055p2,2026-07-27,1.29,tcgplayer
OP03-055p2,2026-08-03,1.35,tcgplayer
OP03-055p2,2026-08-10,1.36,tcgplayer
OP03-055p2,2026-08-17,1.36,tcgplayer
OP03-055p2,2026-08-24,1.36,tcgplayer
OP03-055p2,2026-08-31,1.36,tcgplayer
OP03-055p2,2026-09-05,1.36,limitless
OP03-056,2026-09-05,0.26,limitless
OP03-056p1,2025-09-08,0.77,tcgplayer
OP03-056p1,2025-09-15,0.77,tcgplayer
OP03-056p1,2025-09-22,0.78,tcgplayer
OP03-056p1,2025-09-29,0.72,tcgplayer
OP03-056p1,2025-10-06,0.69,tcgplayer
OP03-056p1,2025-10-13,0.72,tcgplayer
OP03-056p1,2025-10-20,0.67,tcgplayer
OP03-056p1,2025-10-27,0.66,tcgplayer
OP03-056p1,2025-11-03,0.73,tcgplayer
OP03-056p1,2025-11-10,0.77,tcgplayer
OP03-056p1,2025-11-17,0.85,tcgplayer
OP03-056p1,2025-11-24,0.79,tcgplayer
OP03-056p1,2025-12-01,0.84,tcgplayer
OP03-056p1,2025-12-08,0.83,tcgplayer
OP03-056p1,2025-12-15,0.76,tcgplayer
OP03-056p1,2025-12-22,0.75,tcgplayer
OP03-056p1,2025-12-29,0.72,tcgplayer
OP03-056p1,2026-01-05,0.79,tcgplayer
OP03-056p1,2026-01-12,0.62,tcgplayer
OP03-056p1,2026-01-19,0.69,tcgplayer
OP03-056p1,2026-01-26,0.73,tcgplayer
OP03-056p1,2026-02-02,0.67,tcgplayer
OP03-056p1,2026-02-09,0.64,tcgplayer
OP03-056p1,2026-02-16,0.62,tcgplayer
OP03-056p1,2026-02-23,0.72,tcgplayer
OP03-056p1,2026-03-02,0.81,tcgplayer
OP03-056p1,2026-03-09,0.87,tcgplayer
OP03-056p1,2026-03-16,0.89,tcgplayer
OP03-056p1,2026-03-23,0.93,tcgplayer
OP03-056p1,2026-03-30,0.92,tcgplayer
OP03-056p1,2026-04-06,0.85,tcgplayer
OP03-056p1,2026-04-13,0.82,tcgplayer
OP03-056p1,2026-04-20,0.73,tcgplayer
OP03-056p1,2026-04-27,0.74,tcgplayer
OP03-056p1,2026-05-04,0.66,tcgplayer
OP03-056p1,2026-05-11,0.66,tcgplayer
OP03-056p1,2026-05-18,0.67,tcgplayer
OP03-056p1,2026-05-25,0.73,tcgplayer
OP03-056p1,2026-06-01,0.80,tcgplayer
OP03-056p1,2026-06-08,0.78,tcgplayer
OP03-056p1,2026-06-15,0.82,tcgplayer
OP03-056p1,2026-06-22,0.76,tcgplayer
OP03-056p1,2026-06-29,0.70,tcgplayer
OP03-056p1,2026-07-06,0.59,tcgplayer
OP03-056p1,2026-07-13,0.56,tcgplayer
OP03-056p1,2026-07-20,0.52,tcgplayer
OP03-056p1,2026-07-27,0.43,tcgplayer
OP03-056p1,2026-08-03,0.41,tcgplayer
OP03-056p1,2026-08-10,0.41,tcgplayer
OP03-056p1,2026-08-17,0.41,tcgplayer
OP03-056p1,2026-08-24,0.38,tcgplayer
OP03-056p1,2026-08-31,0.37,tcgplayer
OP03-056p1,2026-09-05,0.38,limitless
OP03-056p2,2025-09-08,5.03,tcgplayer
OP03-056p2,2025-09-15,5.00,tcgplayer
OP03-056p2,2025-09-22,5.05,tcgplayer
OP03-056p2,2025-09-29,4.96,tcgplayer
OP03-056p2,2025-10-06,4.96,tcgplayer
OP03-056p2,2025-10-13,4.91,tcgplayer
OP03-056p2,2025-10-20,4.70,tcgplayer
OP03-056p2,2025-10-27,4.70,tcgplayer
OP03-056p2,2025-11-03,4.63,tcgplayer
OP03-056p2,2025-11-10,4.44,tcgplayer
OP03-056p2,2025-11-17,4.34,tcgplayer
OP03-056p2,2025-11-24,3.82,tcgplayer
OP03-056p2,2025-12-01,3.66,tcgplayer
OP03-056p2,2025-12-08,3.51,tcgplayer
OP03-056p2,2025-12-15,3.12,tcgplayer
OP03-056p2,2025-12-22,3.40,tcgplayer
OP03-056p2,2025-12-29,2.92,tcgplayer
OP03-056p2,2026-01-05,2.76,tcgplayer
OP03-056p2,2026-01-12,2.76,tcgplayer
OP03-056p2,2026-01-19,2.60,tcgplayer
OP03-056p2,2026-01-26,2.61,tcgplayer
OP03-056p2,2026-02-02,2.64,tcgplayer
OP03-056p2,2026-02-09,2.60,tcgplayer
OP03-056p2,2026-02-16,2.76,tcgplayer
OP03-056p2,2026-02-23,2.80,tcgplayer
OP03-056p2,2026-03-02,2.83,tcgplayer
OP03-056p2,2026-03-09,2.80,tcgplayer
OP03-056p2,2026-03-16,2.82,tcgplayer
OP03-056p2,2026-03-23,2.82,tcgplayer
OP03-056p2,2026-03-30,2.83,tcgplayer
OP03-056p2,2026-04-06,2.86,tcgplayer
OP03-056p2,2026-04-13,2.91,tcgplayer
OP03-056p2,2026-04-20,2.91,tcgplayer
OP03-056p2,2026-04-27,2.91,tcgplayer
OP03-056p2,2026-05-04,2.92,tcgplayer
OP03-056p2,2026-05-11,2.94,tcgplayer
OP03-056p2,2026-05-18,2.90,tcgplayer
OP03-056p2,2026-05-25,2.95,tcgplayer
OP03-056p2,2026-06-01,2.98,tcgplayer
OP03-056p2,2026-06-08,2.99,tcgplayer
OP03-056p2,2026-06-15,3.00,tcgplayer
OP03-056p2,2026-06-22,3.06,tcgplayer
OP03-056p2,2026-06-29,3.05,tcgplayer
OP03-056p2,2026-07-06,3.07,tcgplayer
OP03-056p2,2026-07-13,3.09,tcgplayer
OP03-056p2,2026-07-20,3.04,tcgplayer
OP03-056p2,2026-07-27,3.05,tcgplayer
OP03-056p2,2026-08-03,3.05,tcgplayer
OP03-056p2,2026-08-10,3.10,tcgplayer
OP03-056p2,2026-08-17,3.11,tcgplayer
OP03-056p2,2026-08-24,3.11,tcgplayer
OP03-056p2,2026-08-31,3.11,tcgplayer
OP03-056p2,2026-09-05,3.11,limitless
OP03-056p3,2025-09-08,20.34,tcgplayer
OP03-056p3,2025-09-15,19.04,tcgplayer
OP03-056p3,2025-09-22,18.25,tcgplayer
OP03-056p3,2025-09-29,17.27,tcgplayer
OP03-056p3,2025-10-06,14.66,tcgplayer
OP03-056p3,2025-10-13,11.79,tcgplayer
OP03-056p3,2025-10-20,11.87,tcgplayer
OP03-056p3,2025-10-27,12.48,tcgplayer
OP03-056p3,2025-11-03,12.72,tcgplayer
OP03-056p3,2025-11-10,12.24,tcgplayer
OP03-056p3,2025-11-17,11.98,tcgplayer
OP03-056p3,2025-11-24,12.78,tcgplayer
OP03-056p3,2025-12-01,13.73,tcgplayer
OP03-056p3,2025-12-08,16.09,tcgplayer
OP03-056p3,2025-12-15,16.82,tcgplayer
OP03-056p3,2025-12-22,16.67,tcgplayer
OP03-056p3,2025-12-29,16.55,tcgplayer
OP03-056p3,2026-01-05,16.28,tcgplayer
OP03-056p3,2026-01-12,17.16,tcgplayer
OP03-056p3,2026-01-19,18.13,tcgplayer
OP03-056p3,2026-01-26,19.70,tcgplayer
OP03-056p3,2026-02-02,19.70,tcgplayer
OP03-056p3,2026-02-09,20.46,tcgplayer
OP03-056p3,2026-02-16,20.44,tcgplayer
OP03-056p3,2026-02-23,19.17,tcgplayer
OP03-056p3,2026-03-02,18.84,tcgplayer
OP03-056p3,2026-03-09,18.84,tcgplayer
OP03-056p3,2026-03-16,18.43,tcgplayer
OP03-056p3,2026-03-23,17.54,tcgplayer
OP03-056p3,2026-03-30,17.44,tcgplayer
OP03-056p3,2026-04-06,17.09,tcgplayer
OP03-056p3,2026-04-13,16.66,tcgplayer
OP03-056p3,2026-04-20,16.49,tcgplayer
OP03-056p3,2026-04-27,16.15,tcgplayer
OP03-056p3,2026-05-04,15.80,tcgplayer
OP03-056p3,2026-05-11,15.12,tcgplayer
OP03-056p3,2026-05-18,14.75,tcgplayer
OP03-056p3,2026-05-25,13.70,tcgplayer
OP03-056p3,2026-06-01,13.46,tcgplayer
OP03-056p3,2026-06-08,12.77,tcgplayer
OP03-056p3,2026-06-15,12.61,tcgplayer
OP03-056p3,2026-06-22,12.51,tcgplayer
OP03-056p3,2026-06-29,12.49,tcgplayer
OP03-056p3,2026-07-06,13.93,tcgplayer
OP03-056p3,2026-07-13,13.72,tcgplayer
OP03-056p3,2026-07-20,13.62,tcgplayer
OP03-056p3,2026-07-27,13.52,tcgplayer
OP03-056p3,2026-08-03,13.59,tcgplayer
OP03-056p3,2026-08-10,13.54,tcgplayer
OP03-056p3,2026-08-17,13.37,tcgplayer
OP03-056p3,2026-08-24,13.13,tcgplayer
OP03-056p3,2026-08-31,12.92,tcgplayer
OP03-056p3,2026-09-05,12.92,limitless
OP03-057,2026-09-05,0.34,limitless
OP03-057p1,2025-09-08,0.22,tcgplayer
OP03-057p1,2025-09-15,0.18,tcgplayer
OP03-057p1,2025-09-22,0.18,tcgplayer
OP03-057p1,2025-09-29,0.20,tcgplayer
OP03-057p1,2025-10-06,0.22,tcgplayer
OP03-057p1,2025-10-13,0.22,tcgplayer
OP03-057p1,2025-10-20,0.23,tcgplayer
OP03-057p1,2025-10-27,0.20,tcgplayer
OP03-057p1,2025-11-03,0.22,tcgplayer
OP03-057p1,2025-11-10,0.23,tcgplayer
OP03-057p1,2025-11-17,0.24,tcgplayer
OP03-057p1,2025-11-24,0.23,tcgplayer
OP03-057p1,2025-12-01,0.24,tcgplayer
OP03-057p1,2025-12-08,0.26,tcgplayer
OP03-057p1,2025-12-15,0.22,tcgplayer
OP03-057p1,2025-12-22,0.20,tcgplayer
OP03-057p1,2025-12-29,0.21,tcgplayer
OP03-057p1,2026-01-05,0.22,tcgplayer
OP03-057p1,2026-01-12,0.21,tcgplayer
OP03-057p1,2026-01-19,0.25,tcgplayer
OP03-057p1,2026-01-26,0.25,tcgplayer
OP03-057p1,2026-02-02,0.27,tcgplayer
OP03-057p1,2026-02-09,0.25,tcgplayer
OP03-057p1,2026-02-16,0.26,tcgplayer
OP03-057p1,2026-02-23,0.25,tcgplayer
OP03-057p1,2026-03-02,0.24,tcgplayer
OP03-057p1,2026-03-09,0.25,tcgplayer
OP03-057p1,2026-03-16,0.25,tcgplayer
OP03-057p1,2026-03-23,0.26,tcgplayer
OP03-057p1,2026-03-30,0.26,tcgplayer
OP03-057p1,2026-04-06,0.25,tcgplayer
OP03-057p1,2026-04-13,0.25,tcgplayer
OP03-057p1,2026-04-20,0.28,tcgplayer
OP03-057p1,2026-04-27,0.27,tcgplayer
OP03-057p1,2026-05-04,0.28,tcgplayer
OP03-057p1,2026-05-11,0.28,tcgplayer
OP03-057p1,2026-05-18,0.30,tcgplayer
OP03-057p1,2026-05-25,0.33,tcgplayer
OP03-057p1,2026-06-01,0.33,tcgplayer
OP03-057p1,2026-06-08,0.31,tcgplayer
OP03-057p1,2026-06-15,0.32,tcgplayer
OP03-057p1,2026-06-22,0.32,tcgplayer
OP03-057p1,2026-06-29,0.33,tcgplayer
OP03-057p1,2026-07-06,0.30,tcgplayer
OP03-057p1,2026-07-13,0.25,tcgplayer
OP03-057p1,2026-07-20,0.25,tcgplayer
OP03-057p1,2026-07-27,0.25,tcgplayer
OP03-057p1,2026-08-03,0.28,tcgplayer
OP03-057p1,2026-08-10,0.29,tcgplayer
OP03-057p1,2026-08-17,0.29,tcgplayer
OP03-057p1,2026-08-24,0.28,tcgplayer
OP03-057p1,2026-08-31,0.28,tcgplayer
OP03-057p1,2026-09-05,0.28,limitless
OP03-057p2,2025-09-08,1.08,tcgplayer
OP03-057p2,2025-09-15,1.19,tcgplayer
OP03-057p2,2025-09-22,1.19,tcgplayer
OP03-057p2,2025-09-29,1.36,tcgplayer
OP03-057p2,2025-10-06,1.52,tcgplayer
OP03-057p2,2025-10-13,1.61,tcgplayer
OP03-057p2,2025-10-20,1.55,tcgplayer
OP03-057p2,2025-10-27,1.67,tcgplayer
OP03-057p2,2025-11-03,1.74,tcgplayer
OP03-057p2,2025-11-10,1.71,tcgplayer
OP03-057p2,2025-11-17,1.69,tcgplayer
OP03-057p2,2025-11-24,1.54,tcgplayer
OP03-057p2,2025-12-01,1.65,tcgplayer
OP03-057p2,2025-12-08,1.75,tcgplayer
OP03-057p2,2025-12-15,1.77,tcgplayer
OP03-057p2,2025-12-22,1.91,tcgplayer
OP03-057p2,2025-12-29,2.01,tcgplayer
OP03-057p2,2026-01-05,2.09,tcgplayer
OP03-057p2,2026-01-12,2.08,tcgplayer
OP03-057p2,2026-01-19,1.99,tcgplayer
OP03-057p2,2026-01-26,1.99,tcgplayer
OP03-057p2,2026-02-02,1.95,tcgplayer
OP03-057p2,2026-02-09,1.94,tcgplayer
OP03-057p2,2026-02-16,1.94,tcgplayer
OP03-057p2,2026-02-23,1.89,tcgplayer
OP03-057p2,2026-03-02,1.93,tcgplayer
OP03-057p2,2026-03-09,1.87,tcgplayer
OP03-057p2,2026-03-16,1.92,tcgplayer
OP03-057p2,2026-03-23,1.92,tcgplayer
OP03-057p2,2026-03-30,1.87,tcgplayer
OP03-057p2,2026-04-06,1.89,tcgplayer
OP03-057p2,2026-04-13,1.91,tcgplayer
OP03-057p2,2026-04-20,1.94,tcgplayer
OP03-057p2,2026-04-27,1.98,tcgplayer
OP03-057p2,2026-05-04,1.98,tcgplayer
OP03-057p2,2026-05-11,1.98,tcgplayer
OP03-057p2,2026-05-18,1.97,tcgplayer
OP03-057p2,2026-05-25,1.98,tcgplayer
OP03-057p2,2026-06-01,2.00,tcgplayer
OP03-057p2,2026-06-08,2.01,tcgplayer
OP03-057p2,2026-06-15,2.13,tcgplayer
OP03-057p2,2026-06-22,2.19,tcgplayer
OP03-057p2,2026-06-29,2.22,tcgplayer
OP03-057p2,2026-07-06,2.21,tcgplayer
OP03-057p2,2026-07-13,2.20,tcgplayer
OP03-057p2,2026-07-20,2.20,tcgplayer
OP03-057p2,2026-07-27,2.23,tcgplayer
OP03-057p2,2026-08-03,2.22,tcgplayer
OP03-057p2,2026-08-10,2.22,tcgplayer
OP03-057p2,2026-08-17,2.23,tcgplayer
OP03-057p2,2026-08-24,2.23,tcgplayer
OP03-057p2,2026-08-31,2.23,tcgplayer
OP03-057p2,2026-09-05,2.23,limitless
OP03-057p3,2025-09-08,16.00,tcgplayer
OP03-057p3,2025-09-15,16.66,tcgplayer
OP03-057p3,2025-09-22,16.55,tcgplayer
OP03-057p3,2025-09-29,16.80,tcgplayer
OP03-057p3,2025-10-06,16.99,tcgplayer
OP03-057p3,2025-10-13,17.07,tcgplayer
OP03-057p3,2025-10-20,16.78,tcgplayer
OP03-057p3,2025-10-27,16.71,tcgplayer
OP03-057p3,2025-11-03,15.92,tcgplayer
OP03-057p3,2025-11-10,15.74,tcgplayer
OP03-057p3,2025-11-17,15.73,tcgplayer
OP03-057p3,2025-11-24,15.40,tcgplayer
OP03-057p3,2025-12-01,15.34,tcgplayer
OP03-057p3,2025-12-08,15.43,tcgplayer
OP03-057p3,2025-12-15,15.48,tcgplayer
OP03-057p3,2025-12-22,15.80,tcgplayer
OP03-057p3,2025-12-29,18.61,tcgplayer
OP03-057p3,2026-01-05,20.61,tcgplayer
OP03-057p3,2026-01-12,23.32,tcgplayer
OP03-057p3,2026-01-19,31.89,tcgplayer
OP03-057p3,2026-01-26,33.94,tcgplayer
OP03-057p3,2026-02-02,34.32,tcgplayer
OP03-057p3,2026-02-09,34.99,tcgplayer
OP03-057p3,2026-02-16,35.54,tcgplayer
OP03-057p3,2026-02-23,35.87,tcgplayer
OP03-057p3,2026-03-02,35.90,tcgplayer
OP03-057p3,2026-03-09,35.32,tcgplayer
OP03-057p3,2026-03-16,33.47,tcgplayer
OP03-057p3,2026-03-23,27.03,tcgplayer
OP03-057p3,2026-03-30,23.02,tcgplayer
OP03-057p3,2026-04-06,20.56,tcgplayer
OP03-057p3,2026-04-13,17.19,tcgplayer
OP03-057p3,2026-04-20,16.36,tcgplayer
OP03-057p3,2026-04-27,15.79,tcgplayer
OP03-057p3,2026-05-04,15.20,tcgplayer
OP03-057p3,2026-05-11,14.15,tcgplayer
OP03-057p3,2026-05-18,13.77,tcgplayer
OP03-057p3,2026-05-25,13.22,tcgplayer
OP03-057p3,2026-06-01,13.75,tcgplayer
OP03-057p3,2026-06-08,14.29,tcgplayer
OP03-057p3,2026-06-15,15.70,tcgplayer
OP03-057p3,2026-06-22,20.14,tcgplayer
OP03-057p3,2026-06-29,27.19,tcgplayer
OP03-057p3,2026-07-06,28.48,tcgplayer
OP03-057p3,2026-07-13,29.79,tcgplayer
OP03-057p3,2026-07-20,31.09,tcgplayer
OP03-057p3,2026-07-27,30.79,tcgplayer
OP03-057p3,2026-08-03,30.25,tcgplayer
OP03-057p3,2026-08-10,30.23,tcgplayer
OP03-057p3,2026-08-17,29.94,tcgplayer
OP03-057p3,2026-08-24,29.37,tcgplayer
OP03-057p3,2026-08-31,28.03,tcgplayer
OP03-057p3,2026-09-05,28.03,limitless
OP03-060,2026-09-05,0.16,limitless
OP03-060p1,2025-09-08,0.18,tcgplayer
OP03-060p1,2025-09-15,0.19,tcgplayer
OP03-060p1,2025-09-22,0.20,tcgplayer
OP03-060p1,2025-09-29,0.19,tcgplayer
OP03-060p1,2025-10-06,0.19,tcgplayer
OP03-060p1,2025-10-13,0.19,tcgplayer
OP03-060p1,2025-10-20,0.23,tcgplayer
OP03-060p1,2025-10-27,0.20,tcgplayer
OP03-060p1,2025-11-03,0.19,tcgplayer
OP03-060p1,2025-11-10,0.19,tcgplayer
OP03-060p1,2025-11-17,0.19,tcgplayer
OP03-060p1,2025-11-24,0.18,tcgplayer
OP03-060p1,2025-12-01,0.18,tcgplayer
OP03-060p1,2025-12-08,0.20,tcgplayer
OP03-060p1,2025-12-15,0.18,tcgplayer
OP03-060p1,2025-12-22,0.18,tcgplayer
OP03-060p1,2025-12-29,0.20,tcgplayer
OP03-060p1,2026-01-05,0.20,tcgplayer
